-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2004 through 12/31/2008 in LST
Location: Latitude  31.93   Longitude -4.42 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1307.6 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,RH2M,ALLSKY_SFC_SW_DWN,T2M
2004,1,16,17,87.06,2.64,155.2,41.4,16.52,10.28
2004,1,16,18,87.12,2.6,158.1,43.25,0.0,9.15
2004,1,16,19,87.17,2.24,164.7,43.41,0.0,8.77
2004,1,16,20,87.21,1.58,178.2,42.16,0.0,8.87
2004,1,16,21,87.25,0.79,216.7,41.23,0.0,8.99
2004,1,16,22,87.28,0.86,307.4,42.76,0.0,8.37
2004,1,16,23,87.28,1.59,340.9,46.66,0.0,7.22
2004,1,17,0,87.26,2.18,354.5,51.78,0.0,5.96
2004,1,17,1,87.25,2.57,1.1,57.22,0.0,4.93
2004,1,17,2,87.23,2.82,2.2,62.72,0.0,4.13
2004,1,17,3,87.21,2.98,359.6,68.41,0.0,3.46
2004,1,17,4,87.19,3.04,355.7,73.38,0.0,2.9
2004,1,17,5,87.2,3.01,352.8,75.94,0.0,2.56
2004,1,17,6,87.23,3.01,350.0,76.32,0.0,2.32
2004,1,17,7,87.25,2.97,347.6,71.97,23.08,2.86
2004,1,17,8,87.27,3.39,347.4,53.18,196.43,7.35
2004,1,17,9,87.3,2.54,351.8,39.83,389.02,10.98
2004,1,17,10,87.31,0.76,4.5,30.63,544.42,14.06
2004,1,17,11,87.24,0.24,94.8,26.52,639.92,15.56
2004,1,17,12,87.15,0.73,161.6,23.43,666.3,16.57
