-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2009 through 12/31/2013 in LST
Location: Latitude  31.93   Longitude -4.42 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1307.6 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,RH2M,ALLSKY_SFC_SW_DWN,T2M
2009,1,2,11,87.57,1.92,260.1,45.42,589.03,13.38
2009,1,2,12,87.48,1.8,267.1,42.42,599.67,14.54
2009,1,2,13,87.4,1.65,272.8,41.21,564.12,15.22
2009,1,2,14,87.35,1.59,281.6,41.61,453.5,15.36
2009,1,2,15,87.33,1.51,285.8,45.04,301.05,14.83
2009,1,2,16,87.33,0.79,275.8,65.43,127.93,12.49
2009,1,2,17,87.37,0.8,270.0,69.04,5.57,9.53
2009,1,2,18,87.43,1.14,282.7,71.53,0.0,8.32
2009,1,2,19,87.49,1.64,294.5,73.17,0.0,7.6
2009,1,2,20,87.52,2.1,303.5,75.95,0.0,6.63
2009,1,2,21,87.53,2.43,309.7,80.33,0.0,5.6
2009,1,2,22,87.53,2.72,315.7,85.47,0.0,4.6
2009,1,2,23,87.5,3.0,321.8,90.54,0.0,3.72
2009,1,3,0,87.47,3.27,326.6,94.96,0.0,3.04
2009,1,3,1,87.44,3.47,329.9,98.38,0.0,2.62
2009,1,3,2,87.42,3.64,332.0,100.0,0.0,2.34
2009,1,3,3,87.38,3.77,333.0,100.0,0.0,2.14
2009,1,3,4,87.34,3.81,333.5,100.0,0.0,1.86
2009,1,3,5,87.32,3.8,333.9,100.0,0.0,1.54
2009,1,3,6,87.33,3.76,333.6,100.0,0.0,1.26
2009,1,3,7,87.35,3.63,332.8,100.0,20.4,1.6
2009,1,3,8,87.4,4.25,332.0,80.79,183.77,5.66
2009,1,3,9,87.46,3.8,330.9,69.27,367.75,8.48
2009,1,3,10,87.47,1.29,274.9,51.49,516.58,12.11
2009,1,3,11,87.42,2.99,203.7,42.42,609.97,14.19
2009,1,3,12,87.33,3.81,200.6,41.4,639.25,14.83
2009,1,3,13,87.23,4.06,202.9,41.01,596.8,15.11
2009,1,3,14,87.15,3.95,207.1,40.9,488.17,15.08
2009,1,3,15,87.09,3.59,207.9,42.93,328.9,14.53
2009,1,3,16,87.05,2.21,200.6,61.44,139.52,12.02
2009,1,3,17,87.04,2.0,202.6,65.21,6.72,8.81
2009,1,3,18,87.07,1.53,233.0,66.78,0.0,7.64
2009,1,3,19,87.11,1.76,275.2,71.85,0.0,6.14
2009,1,3,20,87.12,2.17,300.1,75.76,0.0,5.08
2009,1,3,21,87.11,2.54,318.8,78.78,0.0,4.49
2009,1,3,22,87.08,2.77,329.6,85.17,0.0,3.67
2009,1,3,23,87.03,2.91,334.8,91.78,0.0,2.95
2009,1,4,0,87.0,3.1,335.2,97.14,0.0,2.37
2009,1,4,1,86.98,3.19,337.7,100.0,0.0,1.9
2009,1,4,2,86.96,3.19,338.9,100.0,0.0,1.42
2009,1,4,3,86.94,3.4,336.2,100.0,0.0,0.99
2009,1,4,4,86.91,3.91,331.7,100.0,0.0,0.86
2009,1,4,5,86.9,4.31,331.1,98.45,0.0,0.87
2009,1,4,6,86.93,4.4,333.4,99.85,0.0,0.59
2009,1,4,7,86.97,4.9,335.2,96.35,23.52,1.12
2009,1,4,8,87.02,5.77,336.4,81.55,198.8,4.16
2009,1,4,9,87.08,7.22,334.6,68.68,387.98,6.85
2009,1,4,10,87.1,7.9,333.6,58.08,536.47,9.01
2009,1,4,11,87.06,7.67,333.6,50.22,628.62,10.6
2009,1,4,12,86.98,7.07,333.5,45.47,648.55,11.65
2009,1,4,13,86.91,6.47,332.1,43.06,610.4,12.19
2009,1,4,14,86.87,5.89,331.6,42.76,500.38,12.22
2009,1,4,15,86.88,5.39,333.1,45.18,338.88,11.63
2009,1,4,16,86.9,3.96,338.7,59.34,147.65,9.47
2009,1,4,17,86.95,3.23,353.1,73.64,7.82,5.7
2009,1,4,18,87.02,3.36,357.1,79.41,0.0,4.39
2009,1,4,19,87.07,3.52,356.7,84.18,0.0,3.54
2009,1,4,20,87.11,3.66,352.0,88.05,0.0,2.94
2009,1,4,21,87.12,3.68,348.9,91.45,0.0,2.41
2009,1,4,22,87.12,3.53,348.1,95.27,0.0,1.66
2009,1,4,23,87.09,3.44,346.9,98.24,0.0,1.05
2009,1,5,0,87.06,3.42,344.2,99.41,0.0,0.64
2009,1,5,1,87.04,3.48,340.9,100.0,0.0,0.21
2009,1,5,2,87.03,3.53,338.0,99.79,0.0,-0.14
2009,1,5,3,87.01,3.63,335.1,98.8,0.0,-0.42
2009,1,5,4,86.99,3.88,331.3,96.98,0.0,-0.67
2009,1,5,5,86.99,3.76,329.1,94.95,0.0,-0.84
2009,1,5,6,87.02,3.35,330.4,93.61,0.0,-0.98
2009,1,5,7,87.05,3.1,331.9,89.08,22.8,-0.44
2009,1,5,8,87.09,3.74,334.7,74.92,193.48,3.15
2009,1,5,9,87.14,2.51,328.0,63.02,380.42,6.14
2009,1,5,10,87.15,1.71,251.2,49.4,528.08,9.4
2009,1,5,11,87.09,2.85,220.4,45.22,619.83,10.78
2009,1,5,12,87.0,3.58,215.0,43.33,636.5,11.48
2009,1,5,13,86.91,3.83,212.5,42.11,595.62,11.86
2009,1,5,14,86.87,3.79,207.6,41.92,501.08,11.85
2009,1,5,15,86.85,3.64,200.4,43.91,341.85,11.29
2009,1,5,16,86.84,2.63,184.8,59.51,150.27,9.33
2009,1,5,17,86.85,2.57,174.4,69.26,8.52,5.93
2009,1,5,18,86.89,2.32,176.8,71.49,0.0,4.88
2009,1,5,19,86.93,1.87,188.9,73.43,0.0,4.21
2009,1,5,20,86.94,1.48,211.8,75.07,0.0,3.67
2009,1,5,21,86.95,1.34,237.5,75.68,0.0,3.39
2009,1,5,22,86.94,1.28,254.1,75.55,0.0,3.28
2009,1,5,23,86.92,1.15,262.5,75.65,0.0,3.19
2009,1,6,0,86.88,0.99,270.6,75.07,0.0,3.19
2009,1,6,1,86.84,0.86,282.7,75.18,0.0,3.06
2009,1,6,2,86.81,0.81,297.2,75.7,0.0,2.89
2009,1,6,3,86.75,0.84,312.1,76.98,0.0,2.54
2009,1,6,4,86.7,1.03,322.1,79.66,0.0,1.95
2009,1,6,5,86.7,1.35,327.1,82.75,0.0,1.28
2009,1,6,6,86.74,1.44,332.7,84.05,0.0,0.93
2009,1,6,7,86.76,1.07,335.1,81.48,18.45,1.33
2009,1,6,8,86.78,0.75,333.8,75.55,163.4,3.42
2009,1,6,9,86.81,1.22,229.0,63.0,319.12,5.92
2009,1,6,10,86.79,3.07,214.8,55.29,457.25,7.99
2009,1,6,11,86.71,3.43,215.5,51.79,545.08,9.08
2009,1,6,12,86.59,3.21,220.4,49.96,549.22,9.66
2009,1,6,13,86.49,2.7,228.2,49.41,503.3,9.81
2009,1,6,14,86.44,1.97,239.5,50.57,380.77,9.42
2009,1,6,15,86.42,1.18,266.6,54.85,248.0,8.85
2009,1,6,16,86.41,0.74,336.9,67.68,109.75,7.79
2009,1,6,17,86.42,1.7,3.4,72.43,5.68,5.7
2009,1,6,18,86.44,2.42,1.4,77.83,0.0,4.31
2009,1,6,19,86.47,2.78,356.7,80.17,0.0,3.68
2009,1,6,20,86.48,3.0,353.1,82.11,0.0,3.22
2009,1,6,21,86.47,3.01,352.2,84.82,0.0,2.73
2009,1,6,22,86.46,2.87,353.0,87.7,0.0,2.32
2009,1,6,23,86.43,2.79,354.2,89.05,0.0,2.01
2009,1,7,0,86.39,2.82,356.3,90.65,0.0,1.6
2009,1,7,1,86.36,2.96,356.9,93.32,0.0,0.91
2009,1,7,2,86.34,3.12,356.7,94.55,0.0,0.41
2009,1,7,3,86.32,3.28,354.4,95.53,0.0,-0.08
2009,1,7,4,86.3,3.49,351.8,96.62,0.0,-0.6
2009,1,7,5,86.32,3.75,349.1,96.78,0.0,-0.98
2009,1,7,6,86.35,4.04,347.6,94.98,0.0,-1.09
2009,1,7,7,86.38,4.32,346.7,90.06,20.48,-0.57
2009,1,7,8,86.41,5.77,345.3,76.2,156.85,2.35
2009,1,7,9,86.45,6.4,344.7,65.32,279.5,4.68
2009,1,7,10,86.45,6.21,343.4,54.64,381.05,6.67
2009,1,7,11,86.4,5.52,340.4,47.99,446.67,7.7
2009,1,7,12,86.33,5.02,333.6,45.73,426.33,7.82
2009,1,7,13,86.27,4.84,327.2,46.32,406.7,7.58
2009,1,7,14,86.26,4.86,325.4,48.9,324.83,7.24
2009,1,7,15,86.28,4.73,327.8,52.53,233.35,6.87
2009,1,7,16,86.32,3.17,335.0,64.77,114.45,5.61
2009,1,7,17,86.38,2.61,346.5,77.36,8.38,2.82
2009,1,7,18,86.45,2.8,349.1,80.35,0.0,1.58
2009,1,7,19,86.5,2.97,349.3,83.64,0.0,0.57
2009,1,7,20,86.53,3.08,348.8,87.22,0.0,-0.29
2009,1,7,21,86.54,3.15,346.8,90.62,0.0,-1.01
2009,1,7,22,86.55,3.17,344.8,92.89,0.0,-1.57
2009,1,7,23,86.54,3.16,343.5,94.1,0.0,-2.03
2009,1,8,0,86.52,3.18,342.0,93.72,0.0,-2.33
2009,1,8,1,86.52,3.28,340.8,92.5,0.0,-2.53
2009,1,8,2,86.51,3.44,336.7,89.61,0.0,-2.63
2009,1,8,3,86.49,3.48,333.4,88.39,0.0,-2.89
2009,1,8,4,86.47,3.39,331.1,87.89,0.0,-3.22
2009,1,8,5,86.48,3.25,330.5,87.88,0.0,-3.5
2009,1,8,6,86.52,3.09,329.4,86.98,0.0,-3.62
2009,1,8,7,86.56,2.88,327.0,83.39,22.2,-2.99
2009,1,8,8,86.61,3.37,323.2,66.29,193.65,0.67
2009,1,8,9,86.67,2.5,298.9,54.17,365.27,3.78
2009,1,8,10,86.68,3.46,233.7,38.06,504.73,6.99
2009,1,8,11,86.61,4.26,221.1,36.93,570.28,7.84
2009,1,8,12,86.52,4.54,217.6,36.97,579.5,8.22
2009,1,8,13,86.44,4.78,213.8,37.75,524.08,8.25
2009,1,8,14,86.4,4.87,210.0,39.73,415.73,7.93
2009,1,8,15,86.41,4.5,207.1,43.94,279.05,7.29
2009,1,8,16,86.43,2.8,199.0,59.55,129.07,5.57
2009,1,8,17,86.47,2.56,194.3,66.99,8.48,3.45
2009,1,8,18,86.53,2.24,197.7,68.67,0.0,3.11
2009,1,8,19,86.58,1.71,210.2,69.5,0.0,2.95
2009,1,8,20,86.61,1.28,233.0,69.89,0.0,2.65
2009,1,8,21,86.63,0.9,249.7,69.32,0.0,2.54
2009,1,8,22,86.63,0.34,254.7,67.09,0.0,2.61
2009,1,8,23,86.61,0.28,188.1,67.14,0.0,2.28
2009,1,9,0,86.6,0.28,199.1,68.08,0.0,1.88
2009,1,9,1,86.6,0.27,309.0,69.85,0.0,1.4
2009,1,9,2,86.6,0.81,350.8,72.25,0.0,0.81
2009,1,9,3,86.6,1.58,2.2,76.5,0.0,0.02
2009,1,9,4,86.6,2.32,6.2,85.29,0.0,-1.26
2009,1,9,5,86.64,2.74,8.6,92.71,0.0,-2.15
2009,1,9,6,86.71,2.95,6.2,96.99,0.0,-2.54
2009,1,9,7,86.78,2.97,0.0,94.54,22.2,-2.02
2009,1,9,8,86.83,4.1,355.2,77.16,185.88,1.45
2009,1,9,9,86.89,4.22,348.8,63.14,348.77,4.17
2009,1,9,10,86.91,3.46,344.1,50.28,471.08,6.2
2009,1,9,11,86.89,2.64,338.5,41.85,510.15,7.44
2009,1,9,12,86.84,2.04,327.8,35.81,535.72,8.33
2009,1,9,13,86.79,1.61,325.1,31.86,430.98,8.85
2009,1,9,14,86.76,0.98,326.6,29.39,355.92,8.98
2009,1,9,15,86.76,0.2,24.0,29.31,239.68,8.59
2009,1,9,16,86.79,0.91,107.8,42.23,121.53,6.96
2009,1,9,17,86.83,1.87,110.7,49.11,9.43,4.26
2009,1,9,18,86.9,2.27,115.3,54.66,0.0,3.04
2009,1,9,19,86.96,2.33,121.3,57.7,0.0,2.29
2009,1,9,20,87.01,2.14,125.5,58.61,0.0,1.89
2009,1,9,21,87.04,1.8,126.0,58.26,0.0,1.74
2009,1,9,22,87.06,1.49,131.7,58.83,0.0,1.46
2009,1,9,23,87.04,1.25,138.6,62.09,0.0,1.09
2009,1,10,0,86.98,1.21,139.0,66.21,0.0,0.38
2009,1,10,1,86.94,1.28,142.3,71.12,0.0,-0.1
2009,1,10,2,86.9,1.4,145.7,75.85,0.0,-0.35
2009,1,10,3,86.85,1.46,151.9,78.21,0.0,-0.36
2009,1,10,4,86.81,1.36,152.9,78.66,0.0,-0.29
2009,1,10,5,86.82,1.09,138.7,79.14,0.0,-0.15
2009,1,10,6,86.84,1.11,127.7,82.84,0.0,-0.25
2009,1,10,7,86.86,1.09,114.4,85.38,15.38,-0.18
2009,1,10,8,86.88,1.45,108.9,81.99,131.02,0.76
2009,1,10,9,86.9,1.77,120.2,79.27,259.55,1.63
2009,1,10,10,86.91,2.67,149.4,74.31,367.73,2.89
2009,1,10,11,86.85,3.84,159.6,73.07,437.5,3.77
2009,1,10,12,86.77,4.01,158.5,77.56,486.8,3.57
2009,1,10,13,86.71,3.61,158.9,81.68,450.6,3.02
2009,1,10,14,86.69,3.0,154.3,83.7,337.62,2.61
2009,1,10,15,86.68,2.5,131.3,86.69,218.62,2.02
2009,1,10,16,86.66,2.51,96.4,91.29,95.7,1.17
2009,1,10,17,86.65,2.69,67.1,94.78,6.43,0.36
2009,1,10,18,86.67,3.03,55.5,95.04,0.0,0.23
2009,1,10,19,86.7,3.5,51.6,95.14,0.0,0.09
2009,1,10,20,86.69,3.97,50.4,94.89,0.0,0.06
2009,1,10,21,86.69,3.98,49.1,94.58,0.0,0.04
2009,1,10,22,86.7,3.75,46.1,94.73,0.0,-0.04
2009,1,10,23,86.69,3.69,42.9,94.42,0.0,-0.06
2009,1,11,0,86.67,3.44,33.7,94.33,0.0,-0.14
2009,1,11,1,86.65,3.36,23.1,94.16,0.0,-0.21
2009,1,11,2,86.64,3.36,18.6,93.69,0.0,-0.21
2009,1,11,3,86.61,3.38,20.0,93.19,0.0,-0.24
2009,1,11,4,86.6,3.46,24.2,92.72,0.0,-0.21
2009,1,11,5,86.6,3.69,30.8,92.19,0.0,-0.17
2009,1,11,6,86.63,4.05,35.9,91.75,0.0,-0.17
2009,1,11,7,86.65,4.52,37.9,91.86,11.15,-0.18
2009,1,11,8,86.69,5.23,42.3,90.15,77.65,0.23
2009,1,11,9,86.75,6.4,56.0,87.77,145.6,0.88
2009,1,11,10,86.79,7.3,62.3,85.55,189.52,1.51
2009,1,11,11,86.79,7.96,64.1,82.51,372.95,2.05
2009,1,11,12,86.79,8.25,61.9,78.19,362.5,2.5
2009,1,11,13,86.78,8.33,57.3,73.38,276.42,2.94
2009,1,11,14,86.8,8.36,52.8,69.92,243.88,3.34
2009,1,11,15,86.84,8.05,49.9,69.11,176.57,3.62
2009,1,11,16,86.9,6.51,44.8,73.33,81.47,3.18
2009,1,11,17,86.98,5.81,38.4,80.55,7.12,1.7
2009,1,11,18,87.07,6.47,33.5,82.6,0.0,1.26
2009,1,11,19,87.15,6.68,30.0,84.75,0.0,0.81
2009,1,11,20,87.21,7.23,27.5,85.09,0.0,0.73
2009,1,11,21,87.25,7.09,22.4,86.81,0.0,0.46
2009,1,11,22,87.28,7.15,19.7,89.26,0.0,0.15
2009,1,11,23,87.27,7.01,19.5,91.07,0.0,-0.05
2009,1,12,0,87.24,6.72,16.4,92.7,0.0,-0.24
2009,1,12,1,87.21,6.61,11.4,93.98,0.0,-0.41
2009,1,12,2,87.2,6.56,8.8,94.58,0.0,-0.61
2009,1,12,3,87.19,6.57,6.0,94.92,0.0,-0.84
2009,1,12,4,87.19,6.46,2.6,95.0,0.0,-1.07
2009,1,12,5,87.22,6.51,359.0,94.86,0.0,-1.24
2009,1,12,6,87.26,6.62,356.3,94.35,0.0,-1.33
2009,1,12,7,87.31,6.93,353.2,92.21,17.98,-1.08
2009,1,12,8,87.35,7.82,353.6,83.47,177.43,0.84
2009,1,12,9,87.4,8.69,4.0,74.76,356.02,3.23
2009,1,12,10,87.43,9.22,14.7,67.94,511.7,5.24
2009,1,12,11,87.42,9.2,20.1,61.92,605.15,6.51
2009,1,12,12,87.36,8.76,20.5,57.66,642.97,7.23
2009,1,12,13,87.33,8.27,17.6,55.95,588.12,7.49
2009,1,12,14,87.33,7.95,13.7,55.83,504.67,7.45
2009,1,12,15,87.36,7.62,10.2,57.52,351.8,7.02
2009,1,12,16,87.39,5.93,7.6,64.86,164.4,5.63
2009,1,12,17,87.42,4.17,4.3,80.83,12.68,2.17
2009,1,12,18,87.48,4.07,0.1,86.45,0.0,0.9
2009,1,12,19,87.52,4.25,356.6,89.21,0.0,0.3
2009,1,12,20,87.53,4.55,352.5,91.47,0.0,-0.16
2009,1,12,21,87.52,4.94,349.3,93.43,0.0,-0.51
2009,1,12,22,87.5,5.3,347.7,96.23,0.0,-0.9
2009,1,12,23,87.47,5.68,346.3,97.52,0.0,-1.19
2009,1,13,0,87.43,6.11,343.6,97.18,0.0,-1.47
2009,1,13,1,87.39,6.35,340.8,97.13,0.0,-1.89
2009,1,13,2,87.36,6.46,338.9,96.84,0.0,-2.33
2009,1,13,3,87.32,6.48,339.0,95.57,0.0,-2.7
2009,1,13,4,87.29,6.16,340.0,94.24,0.0,-3.01
2009,1,13,5,87.29,5.7,336.8,92.07,0.0,-3.38
2009,1,13,6,87.33,5.52,333.0,87.15,0.0,-3.49
2009,1,13,7,87.39,5.6,333.5,77.74,22.62,-2.77
2009,1,13,8,87.46,6.28,334.5,61.12,199.68,0.7
2009,1,13,9,87.54,5.79,331.1,51.57,378.05,4.11
2009,1,13,10,87.56,5.75,331.8,38.59,537.67,7.46
2009,1,13,11,87.52,5.63,331.0,28.6,655.33,9.82
2009,1,13,12,87.44,5.09,326.9,25.36,677.67,11.05
2009,1,13,13,87.37,4.82,322.0,24.78,641.62,11.7
2009,1,13,14,87.32,4.39,318.1,25.8,536.5,11.81
2009,1,13,15,87.29,3.54,317.1,29.76,377.08,11.22
2009,1,13,16,87.29,1.89,319.1,44.19,180.02,8.78
2009,1,13,17,87.33,1.93,323.4,47.9,15.55,5.18
2009,1,13,18,87.39,2.13,318.4,49.48,0.0,4.0
2009,1,13,19,87.44,2.42,309.3,53.09,0.0,2.96
2009,1,13,20,87.47,2.6,302.9,57.35,0.0,2.41
2009,1,13,21,87.46,2.46,297.3,61.3,0.0,2.52
2009,1,13,22,87.44,2.49,296.5,62.48,0.0,2.16
2009,1,13,23,87.41,2.68,303.3,63.71,0.0,1.75
2009,1,14,0,87.37,2.83,314.1,64.99,0.0,1.51
2009,1,14,1,87.34,3.06,323.5,67.37,0.0,1.18
2009,1,14,2,87.31,3.18,328.4,70.39,0.0,0.74
2009,1,14,3,87.29,3.37,331.3,73.08,0.0,0.26
2009,1,14,4,87.29,3.66,331.5,75.91,0.0,-0.12
2009,1,14,5,87.3,3.99,331.1,78.86,0.0,-0.58
2009,1,14,6,87.32,4.24,332.0,81.87,0.0,-0.92
2009,1,14,7,87.33,4.53,332.6,82.08,23.7,-0.38
2009,1,14,8,87.35,5.42,334.9,72.21,199.27,3.01
2009,1,14,9,87.38,5.01,336.0,66.06,392.17,6.0
2009,1,14,10,87.38,4.56,332.9,57.45,546.62,9.22
2009,1,14,11,87.33,2.44,311.0,47.26,639.9,11.43
2009,1,14,12,87.28,1.42,259.9,40.87,655.3,12.56
2009,1,14,13,87.23,1.67,216.5,37.4,612.33,13.02
2009,1,14,14,87.21,2.16,199.2,36.46,525.7,12.9
2009,1,14,15,87.21,2.49,194.7,39.01,370.35,12.22
2009,1,14,16,87.22,2.1,188.7,54.75,180.75,9.97
2009,1,14,17,87.24,2.39,187.7,56.73,16.52,6.88
2009,1,14,18,87.28,2.6,192.0,60.28,0.0,5.35
2009,1,14,19,87.3,2.51,195.5,62.07,0.0,4.52
2009,1,14,20,87.31,2.25,201.3,62.19,0.0,3.95
2009,1,14,21,87.31,2.05,216.1,62.19,0.0,3.39
2009,1,14,22,87.31,1.69,237.1,60.83,0.0,3.29
2009,1,14,23,87.29,1.24,254.6,59.18,0.0,3.42
2009,1,15,0,87.25,0.72,258.8,58.66,0.0,3.41
2009,1,15,1,87.21,0.23,180.0,59.44,0.0,3.13
2009,1,15,2,87.16,0.75,116.9,63.27,0.0,2.33
2009,1,15,3,87.12,1.14,115.4,67.52,0.0,1.54
2009,1,15,4,87.1,1.37,121.6,72.92,0.0,0.72
2009,1,15,5,87.11,1.55,125.0,78.86,0.0,-0.03
2009,1,15,6,87.15,1.54,130.0,85.55,0.0,-0.63
2009,1,15,7,87.19,1.36,134.1,89.54,22.92,-0.58
2009,1,15,8,87.2,1.56,131.4,82.07,194.8,1.44
2009,1,15,9,87.23,1.77,157.1,75.08,385.52,2.76
2009,1,15,10,87.23,2.83,182.2,68.5,539.28,4.34
2009,1,15,11,87.17,4.51,193.6,61.11,598.88,6.11
2009,1,15,12,87.08,6.26,198.3,53.62,597.95,7.93
2009,1,15,13,86.99,7.02,197.8,48.44,574.17,9.34
2009,1,15,14,86.93,7.34,196.5,45.09,473.9,10.18
2009,1,15,15,86.9,7.0,194.1,45.53,328.45,9.99
2009,1,15,16,86.9,4.74,189.0,55.7,152.5,7.97
2009,1,15,17,86.92,4.05,186.8,66.66,12.73,4.99
2009,1,15,18,86.95,4.09,188.2,67.41,0.0,4.24
2009,1,15,19,86.97,3.91,188.4,68.22,0.0,3.68
2009,1,15,20,86.98,3.65,186.8,69.33,0.0,3.16
2009,1,15,21,86.99,3.28,185.2,71.61,0.0,2.52
2009,1,15,22,86.99,3.04,185.7,73.08,0.0,1.82
2009,1,15,23,86.96,2.82,186.5,73.69,0.0,1.43
2009,1,16,0,86.92,2.57,187.2,73.42,0.0,1.24
2009,1,16,1,86.91,2.38,184.8,72.99,0.0,0.92
2009,1,16,2,86.89,2.22,180.0,72.5,0.0,0.6
2009,1,16,3,86.86,1.92,167.7,72.02,0.0,0.52
2009,1,16,4,86.84,1.76,150.4,73.08,0.0,0.44
2009,1,16,5,86.86,1.84,139.0,74.84,0.0,0.28
2009,1,16,6,86.91,2.07,137.7,76.95,0.0,0.27
2009,1,16,7,86.97,2.44,146.2,77.58,11.43,0.64
2009,1,16,8,87.01,2.97,148.8,71.88,112.55,2.47
2009,1,16,9,87.05,3.66,146.5,62.17,236.27,4.34
2009,1,16,10,87.05,4.43,149.5,55.2,342.6,6.32
2009,1,16,11,87.0,5.52,155.2,51.63,399.33,7.55
2009,1,16,12,86.94,5.72,158.6,53.23,347.8,7.65
2009,1,16,13,86.89,5.16,159.1,57.27,337.9,7.18
2009,1,16,14,86.86,4.25,154.9,61.0,158.9,6.67
2009,1,16,15,86.87,3.14,144.7,65.69,143.88,6.06
2009,1,16,16,86.88,1.54,118.7,77.56,68.65,5.03
2009,1,16,17,86.91,1.61,71.9,84.03,7.68,3.33
2009,1,16,18,86.94,2.14,51.8,86.76,0.0,2.55
2009,1,16,19,86.98,2.5,43.4,88.71,0.0,1.84
2009,1,16,20,87.0,2.68,38.0,89.87,0.0,1.41
2009,1,16,21,87.02,2.72,32.4,90.27,0.0,1.16
2009,1,16,22,87.02,2.75,32.4,90.5,0.0,0.93
2009,1,16,23,87.0,2.73,37.2,89.88,0.0,0.76
2009,1,17,0,86.97,2.73,35.1,90.4,0.0,0.44
2009,1,17,1,86.95,2.72,32.2,90.52,0.0,0.25
2009,1,17,2,86.94,2.74,27.9,90.73,0.0,0.25
2009,1,17,3,86.92,2.74,24.1,91.72,0.0,0.13
2009,1,17,4,86.9,2.85,19.1,95.13,0.0,-0.39
2009,1,17,5,86.9,3.08,11.1,98.1,0.0,-0.85
2009,1,17,6,86.94,3.44,3.8,99.7,0.0,-1.1
2009,1,17,7,86.97,4.14,357.6,94.44,15.62,-0.32
2009,1,17,8,87.0,5.29,355.3,83.99,150.27,2.0
2009,1,17,9,87.03,5.79,4.5,74.75,304.17,4.36
2009,1,17,10,87.03,6.54,14.3,67.03,450.52,5.99
